"Time","RSSI","Raw data","Connectable"
"2025-01-22 17:45:34.961","-69","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:34.055","-68","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:32.24","-65","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:31.342","-68","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:29.535","-63","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:28.637","-78","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:27.741","-79","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:25.927","-84","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:25.031","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:24.123","-88","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:21.41","-87","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:17.797","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:16.895","-81","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:15.999","-83","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:15.091","-83","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:14.182","-88","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:11.473","-86","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:06.946","-88","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:45:00.625","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:58.823","-80","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:57.925","-81","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:55.208","-77","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:54.3","-77","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:53.397","-77","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:52.497","-81","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:48.873","-83","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:47.979","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:46.158","-80","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:45.263","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:43.447","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:42.536","-80","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:41.632","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:39.823","-82","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:38.011","-88","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:37.105","-79","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:35.308","-81","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:34.404","-77","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
"2025-01-22 17:44:32.591","-81","0x0201060502E0FFE7FE0BFF794988A03CA551936A670B09505345323032325F4232"
